subcategoria,var,var_alias,description,visibility,var_type,is_category,values,campo_unificado,class
SOCIO-ECONÓMICOS. COMPORTAMIENTO ANTE EL COVID,acude_al_trabajo,h1501,¿Actualmente acude a su lugar de trabajo?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No', '3': 'No aplica'}}",acude_al_trabajo,FALSE
SOCIO-ECONÓMICOS. COMPORTAMIENTO ANTE EL COVID,mes_regreso_al_trabajo,h1502m,¿A partir de qué mes y año regresó a su lugar de trabajo de forma rutinaria? MES,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Enero', '2': 'Febrero', '3': 'Marzo', '4': 'Abril', '5': 'Mayo', '6': 'Junio', '7': 'Julio', '8': 'Agosto', '9': 'Septiembre', '10': 'Octubre', '11': 'Noviembre', '12': 'Diciembre', '66': 'Nunca dejó de asistir a su trabajo'}}",mes_regreso_al_trabajo,FALSE
SOCIO-ECONÓMICOS. COMPORTAMIENTO ANTE EL COVID,anio_regreso_al_trabajo,h1502a,¿A partir de qué mes y año regresó a su lugar de trabajo de forma rutinaria? AÑO,visible,options,TRUE,"{'is_category': 'true', 'options': {'2020': '2020', '2021': '2021', '6666': 'Nunca dejó de asistir a su trabajo'}}",anio_regreso_al_trabajo,FALSE
SOCIO-ECONÓMICOS. COMPORTAMIENTO ANTE EL COVID,sana_distancia_trabajo,h1503,¿En su lugar de trabajo se mantiene una distancia de 1.5 metros entre personas?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Muy frecuentemente', '2': 'Frecuentemente', '3': 'Ocasionalmente', '4': 'Rara vez', '5': 'Nunca'}}",sana_distancia_trabajo,FALSE
SOCIO-ECONÓMICOS. COMPORTAMIENTO ANTE EL COVID,hay_gel_trabajo,h1504,¿En su lugar de trabajo hay gel antibacterial disponible?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Muy frecuentemente', '2': 'Frecuentemente', '3': 'Ocasionalmente', '4': 'Rara vez', '5': 'Nunca'}}",hay_gel_trabajo,FALSE
SOCIO-ECONÓMICOS. COMPORTAMIENTO ANTE EL COVID,hay_jabon_trabajo,h1505,¿En su lugar de trabajo hay jabón y agua para lavarse las manos?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Muy frecuentemente', '2': 'Frecuentemente', '3': 'Ocasionalmente', '4': 'Rara vez', '5': 'Nunca'}}",hay_jabon_trabajo,FALSE
SOCIO-ECONÓMICOS. COMPORTAMIENTO ANTE EL COVID,usan_cubrebocas_trabajo,h1506,¿En su lugar de trabajo las personas usan cubrebocas?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Muy frecuentemente', '2': 'Frecuentemente', '3': 'Ocasionalmente', '4': 'Rara vez', '5': 'Nunca'}}",usan_cubrebocas_trabajo,FALSE
SOCIO-ECONÓMICOS. COMPORTAMIENTO ANTE EL COVID,potencian_trabajo_distancia,h1507,¿En su lugar de trabajo se estimula que las personas hagan trabajo a distancia tanto como sea posible?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Muy frecuentemente', '2': 'Frecuentemente', '3': 'Ocasionalmente', '4': 'Rara vez', '5': 'Nunca'}}",potencian_trabajo_distancia,FALSE
SOCIO-ECONÓMICOS. COMPORTAMIENTO ANTE EL COVID,trabajan_personas_60_mas,h1508,¿En su lugar de trabajo las personas de más de 60 años acuden a trabajar?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Muy frecuentemente', '2': 'Frecuentemente', '3': 'Ocasionalmente', '4': 'Rara vez', '5': 'Nunca'}}",trabajan_personas_60_mas,FALSE
SOCIO-ECONÓMICOS. COMPORTAMIENTO ANTE EL COVID,acuben_personas_hipertencion,h1509,¿En su lugar de trabajo las personas con enfermedades crónicas como diabetes e hipertensión acuden a trabajar?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Muy frecuentemente', '2': 'Frecuentemente', '3': 'Ocasionalmente', '4': 'Rara vez', '5': 'Nunca'}}",acuben_personas_hipertencion,FALSE
SOCIO-ECONÓMICOS. COMPORTAMIENTO ANTE EL COVID,acceso_escalonado_trabajo,h1510,¿En su lugar de trabajo se ha implementado un esquema de horarios escalonados para disminuir el número de personas en el espacio?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",acceso_escalonado_trabajo,FALSE
SOCIO-ECONÓMICOS. COMPORTAMIENTO ANTE EL COVID,cuenta_tiempo_lavado_manos,h1511,¿cuenta usted el tiempo cuando se lava las manos ?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",cuenta_tiempo_lavado_manos,FALSE
SOCIO-ECONÓMICOS. COMPORTAMIENTO ANTE EL COVID,veces_lavado_manos_dia,h1512,¿Aproximadamente cuántas veces se lava las manos al día?,visible,abierta,FALSE,"{'is_category': 'false', 'options': {}}",veces_lavado_manos_dia,FALSE
SOCIO-ECONÓMICOS. COMPORTAMIENTO ANTE EL COVID,tiempo_lavado_manos_s,h1512as,¿Cuánto tiempo ocupa en lavarse las manos? SEGUNDOS,visible,abierta,FALSE,"{'is_category': 'false', 'options': {}}",tiempo_lavado_manos_s,FALSE
SOCIO-ECONÓMICOS. COMPORTAMIENTO ANTE EL COVID,tiempo_lavado_manos_m,h1512am,¿Cuánto tiempo ocupa en lavarse las manos? MINUTOS,visible,abierta,FALSE,"{'is_category': 'false', 'options': {}}",tiempo_lavado_manos_m,FALSE
SOCIO-ECONÓMICOS. COMPORTAMIENTO ANTE EL COVID,hogar_compra_solo_uno,h1513,¿En su hogar una sola persona sale a hacer las compras?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Muy frecuentemente', '2': 'Frecuentemente', '3': 'Ocasionalmente', '4': 'Rara vez', '5': 'Nunca'}}",hogar_compra_solo_uno,FALSE
SOCIO-ECONÓMICOS. COMPORTAMIENTO ANTE EL COVID,sanitizan_compras_casa,h1514,¿En su hogar sanitizan las cosas que compran cuando llegan a casa?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Muy frecuentemente', '2': 'Frecuentemente', '3': 'Ocasionalmente', '4': 'Rara vez', '5': 'Nunca'}}",sanitizan_compras_casa,FALSE
SOCIO-ECONÓMICOS. COMPORTAMIENTO ANTE EL COVID,fines_semana_casa,h1515,¿En su hogar han pasado los fines de semana en casa?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Muy frecuentemente', '2': 'Frecuentemente', '3': 'Ocasionalmente', '4': 'Rara vez', '5': 'Nunca'}}",fines_semana_casa,FALSE
SOCIO-ECONÓMICOS. COMPORTAMIENTO ANTE EL COVID,recibido_visita_hogar,h1516,¿En su hogar los han visitado en casa?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Muy frecuentemente', '2': 'Frecuentemente', '3': 'Ocasionalmente', '4': 'Rara vez', '5': 'Nunca'}}",recibido_visita_hogar,FALSE
SOCIO-ECONÓMICOS. COMPORTAMIENTO ANTE EL COVID,tenido_reuniones_externos,h1517,¿En su hogar han realizado reuniones o celebraciones a los que acudan personas que no viven con Usted?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Muy frecuentemente', '2': 'Frecuentemente', '3': 'Ocasionalmente', '4': 'Rara vez', '5': 'Nunca'}}",tenido_reuniones_externos,FALSE
SOCIO-ECONÓMICOS. COMPORTAMIENTO ANTE EL COVID,estudiante_continuan_virtual,h1518,¿En su hogar los integrantes que aún estudian han continuado clases vía virtual?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No', '9': 'No aplica'}}",estudiante_continuan_virtual,FALSE
DEMOGRAFÍA,folio_int,folio_int,Folio de integrante,visible,abierta,FALSE,"{'is_category': 'false', 'min': 0, 'max': 0}",folio_int,FALSE
DEMOGRAFÍA,sexo,h0302,Sexo,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Hombre', '2': 'Mujer'}}",sexo,FALSE
DEMOGRAFÍA,edad,h0303,Edad,visible,abierta,FALSE,"{'is_category': 'false', 'options': {}}",edad,FALSE
DEMOGRAFÍA,fecha_nacimiento,h0304,Fecha de Nacimiento,visible,abierta,FALSE,"{'is_category': 'false', 'options': {}}",fecha_nacimiento,FALSE
DEMOGRAFÍA,dia_nacimiento,h0304d,Día de Nacimiento,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': '01', '2': '02', '3': '03', '4': '04', '5': '05', '6': '06', '7': '07', '8': '08', '9': '09', '10': '10', '11': '11', '12': '12', '13': '13', '14': '14', '15': '15', '16': '16', '17': '17', '18': '18', '19': '19', '20': '20', '21': '21', '22': '22', '23': '23', '24': '24', '25': '25', '26': '26', '27': '27', '28': '28', '29': '29', '30': '30', '31': '31', '99': 'No sabe'}}",dia_nacimiento,FALSE
DEMOGRAFÍA,mes_nacimiento,h0304m,Mes de Nacimiento,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Enero', '2': 'Febrero', '3': 'Marzo', '4': 'Abril', '5': 'Mayo', '6': 'Junio', '7': 'Julio', '8': 'Agosto', '9': 'Septiembre', '10': 'Octubre', '11': 'Noviembre', '12': 'Diciembre', '99': 'No sabe'}}",mes_nacimiento,FALSE
DEMOGRAFÍA,anio_nacimiento,h0304a,Año de Nacimiento,visible,abierta,FALSE,"{'is_category': 'false', 'options': {}}",anio_nacimiento,FALSE
DEMOGRAFÍA,meses,meses,Meses,visible,abierta,FALSE,"{'is_category': 'false', 'options': {}}",meses,FALSE
DEMOGRAFÍA,parentezco,h0305,¿Que es de la (del) jefe(a)?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Jefa(e)', '2': 'Esposa(o) o pareja', '3': 'Hija(o)', '4': 'Nieta(o)', '5': 'Nuera o yerno', '6': 'Madre o Padre', '7': 'Suegra(o)', '8': 'Otro', '9': 'Sin parentesco'}}",parentezco,FALSE
DEMOGRAFÍA,otro_parentezco,h0305_es,Especifique,visible,abierta,FALSE,"{'is_category': 'false', 'min': 0, 'max': 0}",otro_parentezco,FALSE
DEMOGRAFÍA,vive_con_alguien,int_nuevo,Existe otro integrante en el hogar,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",vive_con_alguien,FALSE
DEMOGRAFÍA,lugar_nacimiento,h0306,¿En qué estado de la República Mexicana o país nació ?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Aquí, en este estado', '2': 'En otro estado', '3': 'En Estados Unidos de América', '4': 'En otro país'}}",lugar_nacimiento,FALSE
DEMOGRAFÍA,estado_nacimiento,h0306e,¿En cual estado de la República Mexicana? nació ?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': '01 AGUASCALIENTES', '2': '02 BAJA CALIFORNIA', '3': '03 BAJA CALIFORNIA SUR', '4': '04 CAMPECHE', '5': '05 COAHUILA DE ZARAGOZA', '6': '06 COLIMA', '7': '07 CHIAPAS', '8': '08 CHIHUAHUA', '9': '09 CIUDAD DE MÉXICO', '10': '10 DURANGO', '11': '11 GUANAJUATO', '12': '12 GUERRERO', '13': '13 HIDALGO', '14': '14 JALISCO', '15': '15 MÉXICO', '16': '16 MICHOACÁN DE OCAMPO', '17': '17 MORELOS', '18': '18 NAYARIT', '19': '19 NUEVO LEÓN', '20': '20 OAXACA', '21': '21 PUEBLA', '22': '22 QUERÉTARO', '23': '23 QUINTANA ROO', '24': '24 SAN LUIS POTOSÍ', '25': '25 SINALOA', '26': '26 SONORA', '27': '27 TABASCO', '28': '28 TAMAULIPAS', '29': '29 TLAXCALA', '30': '30 VERACRUZ DE IGNACIO DE LA LLAVE', '31': '31 YUCATÁN', '32': '32 ZACATECAS'}}",estado_nacimiento,FALSE
DEMOGRAFÍA,vive_aqui,h0307,"En esta vivienda, ¿vive la madre de ?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No, vive en otro lugar', '3': 'No, ya falleció', '8': 'Matrimonio igualitario', '9': 'NS/NR'}}",vive_aqui,FALSE
DEMOGRAFÍA,persona,h0307q,¿Quién es?,visible,abierta,FALSE,"{'is_category': 'false', 'options': {}}",persona,FALSE
DEMOGRAFÍA,vive_aqui_padre,h0308,"En esta vivienda, ¿vive el padre de ?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No, vive en otro lugar', '3': 'No, ya falleció', '8': 'Matrimonio igualitario', '9': 'NS/NR'}}",vive_aqui_padre,FALSE
DEMOGRAFÍA,persona_padre,h0308q,¿Quién es?,visible,abierta,FALSE,"{'is_category': 'false', 'options': {}}",persona_padre,FALSE
DEMOGRAFÍA,servicio_salud,h0309,"Cuando tiene una necesidad de salud, ¿en dónde se atiende usualmente? Considere como necesidad de salud, además de enfermedades y lesiones, el malestar psicológico, consultas programadas, servicios de medicina preventiva. No importa si fue o no fF5",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Instituto Mexicano del Seguro Social (IMSS)', '2': 'ISSSTE/ ISSSTE Estatal', '3': 'PEMEX', '4': 'Defensa', '5': 'Marina', '6': 'Centros de Salud u Hospital de la SSA', '7': 'IMSS BIENESTAR (antes Oportunidades)', '8': 'DIF federal, estatal o municipal', '9': 'Cruz Roja/ Cruz Verde', '10': 'Instituto Nacional de Salud', '11': 'Organizaciones (ONG/OSC) que dan atención gratuita/Dispensar', '12': 'Consultorios pertenecientes a farmacias/Farmacias con consul', '13': 'Consultorio dentro de hospital privado', '14': 'Área de urgencias/hospitalización dentro de hospital privado', '15': 'Atención privada en torre de consultorios médicos o en una c', '16': 'Consultorio en domicilio particular de médico privado', '17': 'Atención privada en mi domicilio', '18': 'Atención privada vía remota (teléfono, mensajes de texto, te', '19': 'Médico laboral (médico de la empresa)', '20': 'Curandero, hierbero, naturista', '21': 'Homeópata, partera, acupunturista', '22': 'Otro (especifique)', '23': 'No sabe / No recuerda'}}",servicio_salud,FALSE
DEMOGRAFÍA,servicio_salud_1,h0310a,¿ tiene derecho o acceso a servicios médicos:,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'del Seguro Social (IMSS)?', '2': 'del  ISSSTE?', '3': 'del ISSSTE Estatal?', '4': 'de Pemex?', '5': 'de Defensa?', '6': 'de Marina?', '7': 'de IMSS BIENESTAR (antes Oportunidades)?', '8': 'de un seguro privado de gastos médicos?', '9': 'de otra institución? (especifique)', '10': 'No está afiliado o inscrito  a servicios médicos? (Incluya I', '11': 'Tenía Seguro Popular durante el 2018', '99': 'NS/NR'}}",servicio_salud_1,FALSE
DEMOGRAFÍA,servicio_salud_2,h0310b,¿ tiene derecho o acceso a servicios médicos:,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'del Seguro Social (IMSS)?', '2': 'del  ISSSTE?', '3': 'del ISSSTE Estatal?', '4': 'de Pemex?', '5': 'de Defensa?', '6': 'de Marina?', '7': 'de IMSS BIENESTAR (antes Oportunidades)?', '8': 'de un seguro privado de gastos médicos?', '9': 'de otra institución? (especifique)', '10': 'No está afiliado o inscrito  a servicios médicos? (Incluya I', '11': 'Tenía Seguro Popular durante el 2018', '99': 'NS/NR'}}",servicio_salud_2,FALSE
DEMOGRAFÍA,lengua_indigena,h0311,¿ habla alguna lengua indígena (dialecto)?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",lengua_indigena,FALSE
DEMOGRAFÍA,lengua_espaniol,h0312,¿ habla también español?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",lengua_espaniol,FALSE
DEMOGRAFÍA,asiste_escuela,h0313,¿ asiste actualmente a la escuela?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",asiste_escuela,FALSE
DEMOGRAFÍA,tipo_escuela,h0314,¿La escuela a la que asiste es...,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'pública?', '2': 'privada?'}}",tipo_escuela,FALSE
DEMOGRAFÍA,turno_clases,h0315,¿A que turno asiste ?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Matutino', '2': 'Vespertino', '3': 'Turno completo o mixto', '4': 'Turno sabatino o flexible'}}",turno_clases,FALSE
DEMOGRAFÍA,razon_no_asiste_clases,h0316,¿Cuál es la razón principal por la que no asiste actualmente a la escuela?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Se embarazó o tuvo un hijo', '2': 'Se casó o unió', '3': 'No había escuela o no había cupo', '4': 'Problemas personales o académicos en la escuela', '5': 'Por enfermedad y/o discapacidad', '6': 'No tenía la edad cumplida', '7': 'Por falta de dinero o trabajo', '8': 'No quiso o no le gustó estudiar', '9': 'Logró su meta educativa', '10': 'Nunca ha ido a la escuela', '11': 'Otro motivo'}}",razon_no_asiste_clases,FALSE
DEMOGRAFÍA,ultimo_nivel_estudios,h0317a,¿Cuál es el último nivel de estudios que aprobó en la escuela?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Preescolar', '2': 'Primaria', '3': 'Secundaria', '4': 'Preparatoria o Bachillerato', '5': 'Normal básica', '6': 'Estudios técnicos o comerciales con primaria terminada', '7': 'Estudios técnicos o comerciales con secundaria terminada', '8': 'Estudios técnicos o comerciales con preparatoria terminada', '9': 'Normal de licenciatura', '10': 'Licenciatura o profesional', '11': 'Maestría', '12': 'Doctorado'}}",ultimo_nivel_estudios,FALSE
DEMOGRAFÍA,ultimo_grado_estudios,h0317g,¿Cuál es el último año y grado que aprobó  en la escuela?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': '1° Grado', '2': '2° Grado', '3': '3° Grado', '4': '4° Grado', '5': '5° Grado', '6': '6° Grado'}}",ultimo_grado_estudios,FALSE
DEMOGRAFÍA,leer_escribir_recado,h0318,¿ sabe leer y escribir un recado?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",leer_escribir_recado,FALSE
DEMOGRAFÍA,estado_civil,h0319,¿Actualmente (USTED/NOMBRE)...,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'vive con su pareja en unión libre?', '2': 'está separada(o) de una union libre?', '3': 'está separada(o) de un matrimonio?', '4': 'está divorciada(o)?', '5': 'está viuda(o)?', '6': 'está casada(o) civil o religiosamente?', '7': 'está soltera(o)?'}}",estado_civil,FALSE
DEMOGRAFÍA,vive_conyuge,h0320,"En este hogar, ¿vive el cónyuge de ?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No, vive en otro lugar', '3': 'No, ya falleció', '8': 'Matrimonio igualitario', '9': 'No sabe'}}",vive_conyuge,FALSE
DEMOGRAFÍA,conyuge,h0320q,¿Quién es?,visible,abierta,FALSE,"{'is_category': 'false', 'options': {}}",conyuge,FALSE
DEMOGRAFÍA,trabajo_semana_anterior,h0321,"¿Durante la semana pasada, trabajó (al menos una hora)?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",trabajo_semana_anterior,FALSE
DEMOGRAFÍA,otro_trabajo_semana_pasada,h0322,"Aunque ya me dijo que no trabajó, ¿la semana pasada:",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'ayudó en un negocio familiar?', '2': 'vendió o hizo algún producto para vender?', '3': 'ayudó en las labores del campo o en la cría de animales?', '4': 'a cambio de un pago, realizó otro tipo de actividad? (cortar', '5': 'tenia trabajo, pero estuvo ausente?', '6': 'no ayudó, ni trabajo?'}}",otro_trabajo_semana_pasada,FALSE
DEMOGRAFÍA,semana_pasada_hizo,h0323,"Entonces, ¿la semana pasada ...",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'busco trabajo?', '2': 'se dedicó a los quehaceres del hogar?', '3': 'es estudiante?', '4': 'es pensionada(o) o jubilada(o)?', '5': 'tiene discapacidad permenente que le impida trabajar?', '6': '¿Otra situación?'}}",semana_pasada_hizo,FALSE
DEMOGRAFÍA,puesto,h0324,¿En su trabajo o negocio de la semana pasada fue:,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'empleada(o)?', '2': 'obrera(o)?', '3': 'jornalera(o) o peona (ón)?', '4': 'Trabajador(a) por su cuenta? (no contrata trabajadores)', '5': 'patrón(a) o empleador(a)? (contrata trabajadores)', '6': 'trabajador(a) sin pago? (en un negocio familiar o no familia', '7': '¿Otra situación?'}}",puesto,FALSE
DEMOGRAFÍA,contacto_con_personas,h0325,"¿En su trabajo, tiene usted contacto con gente/clientes o proveedores?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí, soy (es) personal de salud', '2': 'Sí, soy (es) maestro, docente', '3': 'Sí, tengo (tiene) contacto con gente', '4': 'No tengo (tiene) contacto con gente'}}",contacto_con_personas,FALSE
DEMOGRAFÍA,trab_beneficio_salud,h0326a,"¿ recibe o puede recibir por su trabajo servicio médico (IMSS, ISSSTE u otro)?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No', '3': 'No sabe'}}",trab_beneficio_salud,FALSE
DEMOGRAFÍA,trab_beneficio_aguinaldo,h0326b,¿ recibe o puede recibir por su trabajo aguinaldo?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No', '3': 'No sabe'}}",trab_beneficio_aguinaldo,FALSE
DEMOGRAFÍA,trab_beneficio_vacaciones,h0326c,¿ recibe o puede recibir por su trabajo vacaciones con goce de sueldo?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No', '3': 'No sabe'}}",trab_beneficio_vacaciones,FALSE
DEMOGRAFÍA,trab_beneficio_prima,h0326d,¿ recibe o puede recibir por su trabajo reparto de utilidades o prima vacacional?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No', '3': 'No sabe'}}",trab_beneficio_prima,FALSE
DEMOGRAFÍA,trab_beneficio_afore,h0326e,¿ recibe o puede recibir por su trabajo fondo de retiro (SAR o AFORE)?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No', '3': 'No sabe'}}",trab_beneficio_afore,FALSE
DEMOGRAFÍA,trab_beneficio_vivienda,h0326f,"¿ recibe o puede recibir por su trabajo crédito para la vivienda (Infonavit, Fovissste)?",visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No', '3': 'No sabe'}}",trab_beneficio_vivienda,FALSE
DEMOGRAFÍA,trab_beneficio_guarderia,h0326g,¿ recibe o puede recibir por su trabajo guardería?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No', '3': 'No sabe'}}",trab_beneficio_guarderia,FALSE
DEMOGRAFÍA,trab_beneficio_cuidados,h0326h,¿ recibe o puede recibir por su trabajo tiempo para cuidados maternos o paternos?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No', '3': 'No sabe'}}",trab_beneficio_cuidados,FALSE
DEMOGRAFÍA,trab_beneficio_seguro,h0326i,¿ recibe o puede recibir por su trabajo seguro de vida?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No', '3': 'No sabe'}}",trab_beneficio_seguro,FALSE
DEMOGRAFÍA,trab_beneficio_gmsm,h0326j,¿ recibe o puede recibir por su trabajo seguro privado para gastos médicos?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No', '3': 'No sabe'}}",trab_beneficio_gmsm,FALSE
DEMOGRAFÍA,trab_beneficio_prestamos,h0326k,¿ recibe o puede recibir por su trabajo préstamos personales o caja de ahorro?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No', '3': 'No sabe'}}",trab_beneficio_prestamos,FALSE
DEMOGRAFÍA,necesidad_salud,h0401,En los últimos 3 meses ¿Usted ha tenido alguna necesidad de salud?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",necesidad_salud,FALSE
DEMOGRAFÍA,ultima_necesidad_salud,h0402,¿Podría decirme cuál fue la última necesidad de salud que tuvo usted en los últimos 3 meses?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Infecciones respiratorias (gripe, catarro, dolor de garganta', '2': 'Diarrea o empacho (infección estomacal o intestinal por algu', '3': 'Infecciones de vías urinarias (dolor o ardor al orinar)', '4': 'Infección de oído (comezón, ardor, dolor, sangrado o salida', '5': 'Infección en los ojos (conjuntivitis, orzuelo-perrilla del o', '6': 'Infección vaginal', '7': 'Caries', '8': 'Otra enfermedad de la boca diferente a caries', '9': 'Infección del riñón (dolor en riñón)', '10': 'Neumonía (pulmonía)', '11': 'Infección de transmisión sexual', '12': 'Infección en genitales', '13': 'Parasitosis intestinal (lombrices)', '14': 'Infecciones transmitidas por vector-insectos- (Zika, Dengue,', '15': 'COVID-19 (coronavirus)', '16': 'Control, seguimiento o diagnóstico de diabetes (azúcar alta)', '17': 'Control, seguimiento o diagnóstico de hipertensión arterial', '18': 'Control de peso (diagnóstico, tratamiento o control de sobre', '19': 'Enfermedades renales', '20': 'Gastritis, úlcera gástrica o duodenitis (reflujo)', '21': 'Piedra o cálculo en el riñón', '22': 'Insuficiencia renal aguda o crónica (pérdida de la función d', '23': 'Asma', '24': 'Bronquitis o enfisema pulmonar (EPOC)', '25': 'Alergias (en piel, ojos o nariz)', '26': 'Enfermedades reumatológicas (artritis, lupus)', '27': 'Cáncer o tumores', '28': 'Vacunación', '29': 'Planificación familiar', '30': 'Chequeo o consulta médico', '31': 'Chequeo o consulta dental', '32': 'Control prenatal (embarazo)', '33': 'Antígeno prostático y/o examen prostático (tacto rectal)', '34': 'Mamografía o mastografía', '35': 'Papanicolaou o colposcopía', '36': 'Certificado médico', '37': 'Otro estudio médico (resonancia, tomografía, electrocardiogr', '38': 'Lesión física por accidente (vehículo, fracturas,golpes, etc', '39': 'Lesión física por agresión de animal, picadura de insecto a', '40': 'Dolor de cabeza', '41': 'Fiebre', '42': 'Dolor, inflamación o infección de órganos (Páncreas, vesícul', '43': 'Atención de parto o cesárea', '44': 'Dolor de músculos, huesos y/o articulaciones', '45': 'Dolor de nervios (hernia lumbar, ciática, sensación de ardor', '46': 'Cirugía u operación de cualquier órgano o parte del cuerpo', '47': 'Depresión', '48': 'Ansiedad', '49': 'Insomnio', '50': 'Estrés', '51': 'Cualquier otra condición mental', '52': 'Otra causa no enlistada en las anteriores (especifique)', '99': 'No sabe'}}",ultima_necesidad_salud,FALSE
DEMOGRAFÍA,otra_necesidad_salud,h0402esp,Otra necesidad de salud que tuvo en los últimos 3 meses,visible,abierta,FALSE,"{'is_category': 'false', 'min': 0, 'max': 0}",otra_necesidad_salud,FALSE
DEMOGRAFÍA,ultimas_dos_semanas,h0403,¿Esto ocurrió en las últimas dos semanas?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",ultimas_dos_semanas,FALSE
DEMOGRAFÍA,busco_atencion_salud,h0404,¿Buscó atención por esa necesidad de salud?,visible,options,TRUE,"{'is_category': 'true', 'options': {'1': 'Sí', '2': 'No'}}",busco_atencion_salud,FALSE
